Name,Price,Discount,Average Rating,Rating Count,Review Count,Memory Details,Screen Dimension,Lens Detail,Battery Capacity,Processor,Warranty,Color,Product Link
"OPPO A17K (Navy Blue, 64 GB)  (3 GB RAM)","₹9,999",23% off,4.5,"4,685 Ratings ", 116 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.66 cm (6.56 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Navy Blue,https://www.flipkart.com/oppo-a17k-navy-blue-64-gb/p/itmae3f2dc7e0f6e?pid=MOBGJKZP3GBCKZYH&lid=LSTMOBGJKZP3GBCKZYHUBM0IT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_140&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGJKZP3GBCKZYH.SEARCH&ssid=jy0puyjitc0000001686307943560
"OPPO A17k (Navy Blue, 64 GB)  (3 GB RAM)","₹9,499",26% off,4.5,"4,685 Ratings ", 116 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.66 cm (6.56 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Navy Blue,https://www.flipkart.com/oppo-a17k-navy-blue-64-gb/p/itmae3f2dc7e0f6e?pid=MOBGGR7N3GNZDFYG&lid=LSTMOBGGR7N3GNZDFYG5JID4K&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_141&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGGR7N3GNZDFYG.SEARCH&ssid=jy0puyjitc0000001686307943560
"OPPO A17k (Gold, 64 GB)  (3 GB RAM)","₹9,499",26% off,4.5,"4,685 Ratings ", 116 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.66 cm (6.56 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Gold,https://www.flipkart.com/oppo-a17k-gold-64-gb/p/itmae3f2dc7e0f6e?pid=MOBGGR7NZ33SE3BA&lid=LSTMOBGGR7NZ33SE3BAOV18ZG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_142&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGGR7NZ33SE3BA.SEARCH&ssid=jy0puyjitc0000001686307943560
Micromax J22  (Ocean Green),"₹1,124",29% off,3.9,"1,176 Ratings ", 69 Reviews,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,1000 mAh Battery,,,1 Year Manufacturer warrantyKnow More,Ocean Green,https://www.flipkart.com/micromax-j22/p/itm3ff6023b66779?pid=MOBGG9JRBUBWWZQJ&lid=LSTMOBGG9JRBUBWWZQJJUNQ5X&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_143&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGG9JRBUBWWZQJ.SEARCH&ssid=jy0puyjitc0000001686307943560
"Infinix Note 12 Pro 5G (Snowfall, 128 GB)  (8 GB RAM)","₹15,999",36% off,4.1,"26,627 Ratings "," 3,119 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,108MP + 2MP (Depth) + 2MP (Macro) | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Snowfall,https://www.flipkart.com/infinix-note-12-pro-5g-snowfall-128-gb/p/itm0812c7355f48a?pid=MOBGFGVXPBSV9FG6&lid=LSTMOBGFGVXPBSV9FG6OBADHP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_144&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGFGVXPBSV9FG6.SEARCH&ssid=jy0puyjitc0000001686307943560
"realme 10 Pro 5G (Hyperspace, 128 GB)  (6 GB RAM)","₹18,999",9% off,4.3,"23,327 Ratings "," 1,722 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Hyperspace,https://www.flipkart.com/realme-10-pro-5g-hyperspace-128-gb/p/itm1e672d12a252e?pid=MOBGK8VHECUBAZFA&lid=LSTMOBGK8VHECUBAZFAPQMQUM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_145&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGK8VHECUBAZFA.SEARCH&ssid=sdql5tihxc0000001686308253367
"realme 10 Pro 5G (Dark Matter, 128 GB)  (6 GB RAM)","₹18,999",9% off,4.3,"23,327 Ratings "," 1,722 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Dark Matter,https://www.flipkart.com/realme-10-pro-5g-dark-matter-128-gb/p/itm1e672d12a252e?pid=MOBGK8VHWBRKYFJD&lid=LSTMOBGK8VHWBRKYFJDTEBOFU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_146&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGK8VHWBRKYFJD.SEARCH&ssid=sdql5tihxc0000001686308253367
"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)  (4 GB RAM)","₹13,490",22% off,4.2,"5,569 Ratings ", 438 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box AccessoriesKnow More,GOAT Green,https://www.flipkart.com/samsung-galaxy-f14-5g-goat-green-128-gb/p/itm538a06ee7dc98?pid=MOBGNBFN6EZTDAPU&lid=LSTMOBGNBFN6EZTDAPU7HAR6Q&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_147&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGNBFN6EZTDAPU.SEARCH&ssid=sdql5tihxc0000001686308253367
"realme 11 Pro 5G (Sunrise Beige, 128 GB)  (8 GB RAM)","₹23,999",7% off,5,,,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Sunrise Beige,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-128-gb/p/itm3f783627a36ec?pid=MOBGPUNGXUZQKTTB&lid=LSTMOBGPUNGXUZQKTTBYNPFLU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_148&otracker=browse&iid=en_9FU8kVtajgGc%2FLmACAWai20wvJFdT9fNu5LeCkqyuTtmlHLQsClgzoZTR%2BToQM%2FGkk1wuw7kUc0bTpLzKHb7Zg%3D%3D&ssid=sdql5tihxc0000001686308253367
"realme 10 (Rush Black, 128 GB)  (8 GB RAM)","₹15,499",22% off,4.3,"4,371 Ratings ", 267 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Rush Black,https://www.flipkart.com/realme-10-rush-black-128-gb/p/itmd6481542c3c73?pid=MOBGH2VFY4GSQHJ7&lid=LSTMOBGH2VFY4GSQHJ7HPMF3W&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_149&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGH2VFY4GSQHJ7.SEARCH&ssid=sdql5tihxc0000001686308253367
"realme 10 (Rush Black, 64 GB)  (4 GB RAM)","₹12,499",21% off,4.3,"10,426 Ratings ", 761 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Rush Black,https://www.flipkart.com/realme-10-rush-black-64-gb/p/itmd6481542c3c73?pid=MOBGH2VFXREZWPYV&lid=LSTMOBGH2VFXREZWPYVLLSV7Z&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_150&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGH2VFXREZWPYV.SEARCH&ssid=sdql5tihxc0000001686308253367
Micromax J22  (Purple),"₹1,135",29% off,3.9,"1,176 Ratings ", 69 Reviews,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,1000 mAh Battery,,,1 Year Manufacturer warrantyKnow More,Purple,https://www.flipkart.com/micromax-j22/p/itm3ff6023b66779?pid=MOBGGBQY9QZJGHHR&lid=LSTMOBGGBQY9QZJGHHRFCEBSX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_151&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGGBQY9QZJGHHR.SEARCH&ssid=sdql5tihxc0000001686308253367
"realme 11 Pro+ 5G (Sunrise Beige, 256 GB)  (8 GB RAM)","₹27,999",6% off,5,,,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Sunrise Beige,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-256-gb/p/itm5647cce338e55?pid=MOBGPU8HQQYQN8XT&lid=LSTMOBGPU8HQQYQN8XTJSUCKP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_152&otracker=browse&iid=en_9FU8kVtajgGc%2FLmACAWai20wvJFdT9fNu5LeCkqyuTszaD790W9Nghtda9Ej7kX6zBhPMXu0%2FbKAPTc4EnRa7g%3D%3D&ssid=sdql5tihxc0000001686308253367
"OPPO A17 (Lake Blue, 64 GB)  (4 GB RAM)","₹12,499",16% off,4.4,"6,387 Ratings ", 250 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.66 cm (6.56 inch) HD+ Display,50MP + 0.3MP + 0.3MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Lake Blue,https://www.flipkart.com/oppo-a17-lake-blue-64-gb/p/itm4aae9f8df9008?pid=MOBGMPHKWBPVCDW6&lid=LSTMOBGMPHKWBPVCDW6Q6J3ZT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_153&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGMPHKWBPVCDW6.SEARCH&ssid=sdql5tihxc0000001686308253367
"POCO M4 Pro 5G (Yellow, 128 GB)  (8 GB RAM)","₹15,999",27% off,4.2,"21,289 Ratings "," 1,646 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,"One Year for Handset, 6 Months for Accessories",Yellow,https://www.flipkart.com/poco-m4-pro-5g-yellow-128-gb/p/itm4d9754f8772b2?pid=MOBGBEU9HJR5YG2U&lid=LSTMOBGBEU9HJR5YG2U03WQDO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_154&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGBEU9HJR5YG2U.SEARCH&ssid=sdql5tihxc0000001686308253367
"realme 10 Pro 5G (Nebula Blue, 128 GB)  (8 GB RAM)","₹19,999",13% off,4.3,"16,561 Ratings "," 1,155 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Nebula Blue,https://www.flipkart.com/realme-10-pro-5g-nebula-blue-128-gb/p/itm1e672d12a252e?pid=MOBGK8VHHFY5VCAY&lid=LSTMOBGK8VHHFY5VCAYOXEXVI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_155&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGK8VHHFY5VCAY.SEARCH&ssid=sdql5tihxc0000001686308253367
Lvix L1 2163S  (Light Blue),₹749,50% off,2.3,3 Ratings , 1 Reviews,16 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,3 Months Domestic Warranty,Light Blue,https://www.flipkart.com/lvix-l1-2163s/p/itm85be96b3d6cee?pid=MOBGHJSVFGXHG2EE&lid=LSTMOBGHJSVFGXHG2EEXXRITC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_156&otracker=browse&iid=en_9FU8kVtajgGc%2FLmACAWai20wvJFdT9fNu5LeCkqyuTt1smH1S7R9Hj2mgCqGaRuXaG1m2LLkoCkAqU8B5E5lGg%3D%3D&ssid=sdql5tihxc0000001686308253367
"realme 10 (Clash White, 64 GB)  (4 GB RAM)","₹12,499",21% off,4.3,"10,426 Ratings ", 761 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Clash White,https://www.flipkart.com/realme-10-clash-white-64-gb/p/itmd6481542c3c73?pid=MOBGH2VF7EZA6Y3C&lid=LSTMOBGH2VF7EZA6Y3CU0WY3B&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_157&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGH2VF7EZA6Y3C.SEARCH&ssid=sdql5tihxc0000001686308253367
PHILIPS Xenium E209  (Black),"₹1,205",59% off,3.9,943 Ratings , 92 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.08MP Rear Camera,1000 mAh Li-ion Battery,,1 Year Warranty on Mobile and 6 Months on BatteryKnow More,Black,https://www.flipkart.com/philips-xenium-e209/p/itm79739feced9a7?pid=MOBG5D6DCSXFBJNA&lid=LSTMOBG5D6DCSXFBJNAVX91NV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_158&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBG5D6DCSXFBJNA.SEARCH&ssid=sdql5tihxc0000001686308253367
"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)  (6 GB RAM)","₹19,489",2% off,4.4,"66,867 Ratings "," 4,793 Reviews",6 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Display,64MP Rear Camera,5000 mAh Battery,,12 monthsKnow More,Black Dusk,https://www.flipkart.com/oneplus-nord-ce-2-lite-5g-black-dusk-128-gb/p/itm537fc2aa73747?pid=MOBGHBZHB7YJT5HF&lid=LSTMOBGHBZHB7YJT5HFDDIU3F&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_159&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGHBZHB7YJT5HF.SEARCH&ssid=sdql5tihxc0000001686308253367
GFive U220+  (Black & Grey),₹725,27% off,3.6,"5,145 Ratings ", 555 Reviews,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1 Year Manufacturer warranty.,Black & Grey,https://www.flipkart.com/gfive-u220/p/itmevt7xhmugt9v6?pid=MOBG6BFF2HZTQBAW&lid=LSTMOBG6BFF2HZTQBAW6SA9GY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_160&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBG6BFF2HZTQBAW.SEARCH&ssid=sdql5tihxc0000001686308253367
"POCO X5 5G (Wildcat Blue, 256 GB)  (8 GB RAM)","₹17,999",25% off,4.1,"2,332 Ratings ", 184 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Wildcat Blue,https://www.flipkart.com/poco-x5-5g-wildcat-blue-256-gb/p/itme100b90984aad?pid=MOBGNBFBUJCBTPUB&lid=LSTMOBGNBFBUJCBTPUBRII7PN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_161&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGNBFBUJCBTPUB.SEARCH&ssid=sdql5tihxc0000001686308253367
Snexian GURU 312  (Black),₹699,30% off,3.4,"2,598 Ratings ", 196 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Battery,,3 Months Company Warranty,Black,https://www.flipkart.com/snexian-guru-312/p/itm57ab53fb94508?pid=MOBGYC9EEHKZQ5UD&lid=LSTMOBGYC9EEHKZQ5UDJNUGL3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_162&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGYC9EEHKZQ5UD.SEARCH&ssid=sdql5tihxc0000001686308253367
A10E  (Rose Gold),"₹1,299",10% off,4.2,159 Ratings , 12 Reviews,4 MB RAM | 32 MB ROM | Expandable Upto 64 GB,4.57 cm (1.8 inch) Display,800 mAh Battery,,,2 Years Domestic Replacement WarrantyKnow More,Rose Gold,https://www.flipkart.com/a10e/p/itm562dbda98316e?pid=MOBGNPCACCZGYMK5&lid=LSTMOBGNPCACCZGYMK5ZUN83J&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_163&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGNPCACCZGYMK5.SEARCH&ssid=sdql5tihxc0000001686308253367
A10E  (Dark Blue),"₹1,299",10% off,4.2,159 Ratings , 12 Reviews,4 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,800 mAh Battery,,,2 Years Domestic Replacement WarrantyKnow More,Dark Blue,https://www.flipkart.com/a10e/p/itm562dbda98316e?pid=MOBGNPCACHUADCXM&lid=LSTMOBGNPCACHUADCXMKYO5PA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_164&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGNPCACHUADCXM.SEARCH&ssid=sdql5tihxc0000001686308253367
"realme C35 (Glowing Black, 64 GB)  (4 GB RAM)","₹9,699",30% off,4.4,"1,88,493 Ratings "," 10,400 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 0.3MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,Glowing Black,https://www.flipkart.com/realme-c35-glowing-black-64-gb/p/itmafb045222b2cf?pid=MOBGBTHFDQXQEGNS&lid=LSTMOBGBTHFDQXQEGNSZWXHXJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_165&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGBTHFDQXQEGNS.SEARCH&ssid=sdql5tihxc0000001686308253367
"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)  (4 GB RAM)","₹13,490",22% off,4.2,"5,569 Ratings ", 438 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box AccessoriesKnow More,B.A.E. Purple,https://www.flipkart.com/samsung-galaxy-f14-5g-b-a-e-purple-128-gb/p/itmb10cf3ff01be8?pid=MOBGNBFNHKNP8XFG&lid=LSTMOBGNBFNHKNP8XFGW6VKDB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_166&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGNBFNHKNP8XFG.SEARCH&ssid=sdql5tihxc0000001686308253367
"Infinix NOTE 12i (Alpine White, 64 GB)  (4 GB RAM)","₹9,999",23% off,4.2,"5,682 Ratings ", 607 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP + QVGA | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Alpine White,https://www.flipkart.com/infinix-note-12i-alpine-white-64-gb/p/itmf9bf9f4663d76?pid=MOBGHXSMYN9CA9HT&lid=LSTMOBGHXSMYN9CA9HTAT7OJE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_167&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBGHXSMYN9CA9HT.SEARCH&ssid=sdql5tihxc0000001686308253367
"POCO C31 (Shadow Gray, 32 GB)  (3 GB RAM)","₹6,999",36% off,4.3,"1,45,249 Ratings "," 9,090 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,"1 Year Warranty for Handset, 6 Months for Accessories",Shadow Gray,https://www.flipkart.com/poco-c31-shadow-gray-32-gb/p/itmffefb8bb085e3?pid=MOBG73E7VZH7XHJY&lid=LSTMOBG73E7VZH7XHJYYXFO9I&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_168&otracker=browse&iid=c7cf60d6-8e4e-4a3a-8341-04966bc60776.MOBG73E7VZH7XHJY.SEARCH&ssid=sdql5tihxc0000001686308253367
Nokia 105 SS  (Blue),"₹1,299",18% off,5,,,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,800 mAh Lithium Ion Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of PurchaseKnow More,Blue,https://www.flipkart.com/nokia-105-ss/p/itm9a3277c34a030?pid=MOBGC96FVTHVNXNH&lid=LSTMOBGC96FVTHVNXNHGPCV73&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_169&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGC96FVTHVNXNH.SEARCH&ssid=dg9jgkr3w00000001686308579367
"POCO X4 Pro 5G (Yellow, 128 GB)  (6 GB RAM)","₹17,499",27% off,4.2,"84,808 Ratings "," 8,345 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,"One Year for Handset, 6 Months for Accessories",Yellow,https://www.flipkart.com/poco-x4-pro-5g-yellow-128-gb/p/itm2d063bb92f40c?pid=MOBGCGZZ2UGZBAZK&lid=LSTMOBGCGZZ2UGZBAZKHHYKTX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_170&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGCGZZ2UGZBAZK.SEARCH&ssid=dg9jgkr3w00000001686308579367
Micromax X512  (Black&Red),"₹1,044",41% off,3.8,135 Ratings , 6 Reviews,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1750 mAh Battery,,1 Year WarrantyKnow More,Black&Red,https://www.flipkart.com/micromax-x512/p/itmfhwvhrwhxq5tu?pid=MOBG8Z47Q9FT9AKJ&lid=LSTMOBG8Z47Q9FT9AKJL4MIYT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_171&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBG8Z47Q9FT9AKJ.SEARCH&ssid=dg9jgkr3w00000001686308579367
"realme 11 Pro 5G (Sunrise Beige, 128 GB)  (8 GB RAM)","₹23,999",7% off,5,,,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Sunrise Beige,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-128-gb/p/itm3f783627a36ec?pid=MOBGPUNGXUZQKTTB&lid=LSTMOBGPUNGXUZQKTTBYNPFLU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_172&otracker=browse&iid=en_0gdB28YXqs%2FdvPWB%2FUYzUMyOZ1dRi5ihvj9Ict4taRu7rf3o3QwYy58BHNg13BTMkk1wuw7kUc0bTpLzKHb7Zg%3D%3D&ssid=dg9jgkr3w00000001686308579367
A10E  (Rose Gold),"₹1,299",10% off,4.2,159 Ratings , 12 Reviews,4 MB RAM | 32 MB ROM | Expandable Upto 64 GB,4.57 cm (1.8 inch) Display,800 mAh Battery,,,2 Years Domestic Replacement WarrantyKnow More,Rose Gold,https://www.flipkart.com/a10e/p/itm562dbda98316e?pid=MOBGNPCACCZGYMK5&lid=LSTMOBGNPCACCZGYMK5ZUN83J&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_173&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGNPCACCZGYMK5.SEARCH&ssid=dg9jgkr3w00000001686308579367
A10E  (Dark Blue),"₹1,299",10% off,4.2,159 Ratings , 12 Reviews,4 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,800 mAh Battery,,,2 Years Domestic Replacement WarrantyKnow More,Dark Blue,https://www.flipkart.com/a10e/p/itm562dbda98316e?pid=MOBGNPCACHUADCXM&lid=LSTMOBGNPCACHUADCXMKYO5PA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_174&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGNPCACHUADCXM.SEARCH&ssid=dg9jgkr3w00000001686308579367
LAVA Hero 600i  (Green),₹915,23% off,4,744 Ratings , 50 Reviews,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,620 mAh Battery,,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Green,https://www.flipkart.com/lava-hero-600i/p/itm3c4852472f6ec?pid=MOBGKFGYBVQ6UTAG&lid=LSTMOBGKFGYBVQ6UTAGQOPESA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_175&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGKFGYBVQ6UTAG.SEARCH&ssid=dg9jgkr3w00000001686308579367
